SiteCode,SiteName,UnitCode,SubUnitCode,EventDate,SiteType,Project,QCtype,SampleDepth_m,Parameter,Value,ValueFlag,FlagComments
ACBUBL,Bubble Pond,ACAD,NA,9/20/2023,Lake,NETN_LS,0,1.19,SpCond_uScm,31.5,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/20/2023,Lake,NETN_LS,0,1.19,Temp_C,18.05,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/20/2023,Lake,NETN_LS,0,1.19,Temp_F,64.49,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/20/2023,Lake,NETN_LS,0,1.19,pH,6.42,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,ChlA_EXO_RFU,0.72,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,ChlA_EXO_ugL,2.87,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,DO_mgL,9.4,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,DOsat_pct,94.8,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,SpCond_uScm,33.7,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,Temp_C,15.82,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,Temp_F,60.476,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/12/2023,Lake,NETN+ACID,0,0.539,pH,6.45,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,ChlA_EXO_RFU,0.23,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,ChlA_EXO_ugL,0.91,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,DO_mgL,9.83,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,DOsat_pct,103.2,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,SpCond_uScm,34.8,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,Temp_C,17.69,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,Temp_F,63.842,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,5/22/2024,Lake,NETN_LS,0,0.52,pH,6.76,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,ChlA_EXO_RFU,0.24,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,ChlA_EXO_ugL,0.95,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,DO_mgL,8.63,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,DOsat_pct,97.4,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,SpCond_uScm,35.7,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,Temp_C,21.31,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,Temp_F,70.358,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,6/28/2024,Lake,NETN_LS,0,0.492,pH,6.64,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,ChlA_EXO_RFU,0.17,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,ChlA_EXO_ugL,0.65,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,DO_mgL,8.38,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,DOsat_pct,102.6,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,SpCond_uScm,36.4,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,Temp_C,25.66,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,Temp_F,78.188,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,7/15/2024,Lake,NETN_LS,0,0.508,pH,6.69,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,ChlA_EXO_RFU,0.265,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,ChlA_EXO_ugL,1.045,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,DO_mgL,8.545,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,DOsat_pct,99.35,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,SpCond_uScm,36,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,Temp_C,22.85,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,Temp_F,73.13,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,8/13/2024,Lake,NETN_LS,0,0.753,pH,6.54,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,ChlA_EXO_RFU,0.54,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,ChlA_EXO_ugL,2.15,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,DO_mgL,9.065,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,DOsat_pct,96.2,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,SpCond_uScm,36.8,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,Temp_C,18.23,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,Temp_F,64.814,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,9/25/2024,Lake,NETN_LS,0,0.751,pH,6.855,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,ChlA_EXO_RFU,0.415,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,ChlA_EXO_ugL,1.64,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,DO_mgL,10.39,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,DOsat_pct,97.75,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,SpCond_uScm,36.8,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,Temp_C,12.65,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,Temp_F,54.77,NA,NA
ACBUBL,Bubble Pond,ACAD,NA,10/24/2024,Lake,NETN+ACID,0,0.7485,pH,6.855,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/22/2006,Lake,NETN_LS,0,0.919,DO_mgL,10.59,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/22/2006,Lake,NETN_LS,0,0.919,DOsat_pct,99.5,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/22/2006,Lake,NETN_LS,0,0.919,SpCond_uScm,33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/22/2006,Lake,NETN_LS,0,0.919,Temp_C,12.54,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/22/2006,Lake,NETN_LS,0,0.919,Temp_F,54.572,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/22/2006,Lake,NETN_LS,0,0.919,pH,6.36,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/15/2006,Lake,NETN_LS,0,0.846,DO_mgL,9.51,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/15/2006,Lake,NETN_LS,0,0.846,DOsat_pct,98.6,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/15/2006,Lake,NETN_LS,0,0.846,SpCond_uScm,32,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/15/2006,Lake,NETN_LS,0,0.846,Temp_C,17.09,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/15/2006,Lake,NETN_LS,0,0.846,Temp_F,62.762,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/15/2006,Lake,NETN_LS,0,0.846,pH,6.53,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/12/2006,Lake,NETN_LS,0,0.983,DO_mgL,8.73,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/12/2006,Lake,NETN_LS,0,0.983,DOsat_pct,102,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/12/2006,Lake,NETN_LS,0,0.983,SpCond_uScm,32,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/12/2006,Lake,NETN_LS,0,0.983,Temp_C,23.04,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/12/2006,Lake,NETN_LS,0,0.983,Temp_F,73.472,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/12/2006,Lake,NETN_LS,0,0.983,pH,6.62,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/10/2006,Lake,NETN_LS,0,0.526,DO_mgL,8.495,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/10/2006,Lake,NETN_LS,0,0.526,DOsat_pct,99.3,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/10/2006,Lake,NETN_LS,0,0.526,SpCond_uScm,33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/10/2006,Lake,NETN_LS,0,0.526,Temp_C,23.14,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/10/2006,Lake,NETN_LS,0,0.526,Temp_F,73.652,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/10/2006,Lake,NETN_LS,0,0.526,pH,6.73,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/18/2006,Lake,NETN_LS,0,0.504,DO_mgL,9.085,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/18/2006,Lake,NETN_LS,0,0.504,DOsat_pct,100.9,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/18/2006,Lake,NETN_LS,0,0.504,SpCond_uScm,33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/18/2006,Lake,NETN_LS,0,0.504,Temp_C,20.505,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/18/2006,Lake,NETN_LS,0,0.504,Temp_F,68.909,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/18/2006,Lake,NETN_LS,0,0.504,pH,6.335,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/11/2006,Lake,NETN+ACID,0,0.5005,DO_mgL,9.53,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/11/2006,Lake,NETN+ACID,0,0.5005,DOsat_pct,95.6,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/11/2006,Lake,NETN+ACID,0,0.5005,SpCond_uScm,32,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/11/2006,Lake,NETN+ACID,0,0.5005,Temp_C,15.54,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/11/2006,Lake,NETN+ACID,0,0.5005,Temp_F,59.972,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/11/2006,Lake,NETN+ACID,0,0.5005,pH,6.295,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/25/2007,Lake,NETN_LS,0,0.523,DO_mgL,11.315,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/25/2007,Lake,NETN_LS,0,0.523,DOsat_pct,108.25,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/25/2007,Lake,NETN_LS,0,0.523,SpCond_uScm,33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/25/2007,Lake,NETN_LS,0,0.523,Temp_C,13.345,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/25/2007,Lake,NETN_LS,0,0.523,Temp_F,56.021,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/25/2007,Lake,NETN_LS,0,0.523,pH,5.85,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/14/2007,Lake,NETN_LS,0,0.5055,DO_mgL,9.99,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/14/2007,Lake,NETN_LS,0,0.5055,DOsat_pct,101.55,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/14/2007,Lake,NETN_LS,0,0.5055,SpCond_uScm,33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/14/2007,Lake,NETN_LS,0,0.5055,Temp_C,16.14,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/14/2007,Lake,NETN_LS,0,0.5055,Temp_F,61.052,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/14/2007,Lake,NETN_LS,0,0.5055,pH,5.69,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/10/2007,Lake,NETN_LS,0,0.984,DO_mgL,9.07,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/10/2007,Lake,NETN_LS,0,0.984,DOsat_pct,99.5,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/10/2007,Lake,NETN_LS,0,0.984,SpCond_uScm,34,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/10/2007,Lake,NETN_LS,0,0.984,Temp_C,19.78,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/10/2007,Lake,NETN_LS,0,0.984,Temp_F,67.604,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/10/2007,Lake,NETN_LS,0,0.984,pH,6.28,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/22/2007,Lake,NETN_LS,0,0.969,DO_mgL,8.82,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/22/2007,Lake,NETN_LS,0,0.969,DOsat_pct,99.7,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/22/2007,Lake,NETN_LS,0,0.969,SpCond_uScm,35,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/22/2007,Lake,NETN_LS,0,0.969,Temp_C,21.36,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/22/2007,Lake,NETN_LS,0,0.969,Temp_F,70.448,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/22/2007,Lake,NETN_LS,0,0.969,pH,6.24,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/24/2007,Lake,NETN_LS,0,0.501,DO_mgL,9.195,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/24/2007,Lake,NETN_LS,0,0.501,DOsat_pct,97.5,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/24/2007,Lake,NETN_LS,0,0.501,SpCond_uScm,35,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/24/2007,Lake,NETN_LS,0,0.501,Temp_C,18.17,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/24/2007,Lake,NETN_LS,0,0.501,Temp_F,64.706,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/24/2007,Lake,NETN_LS,0,0.501,pH,5.955,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/24/2007,Lake,NETN+ACID,0,0.994,DO_mgL,9.72,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/24/2007,Lake,NETN+ACID,0,0.994,DOsat_pct,96.3,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/24/2007,Lake,NETN+ACID,0,0.994,SpCond_uScm,34,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/24/2007,Lake,NETN+ACID,0,0.994,Temp_C,14.97,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/24/2007,Lake,NETN+ACID,0,0.994,Temp_F,58.946,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/24/2007,Lake,NETN+ACID,0,0.994,pH,6.6,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/2/2008,Lake,NETN_LS,0,0.997,DO_mgL,10.08,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/2/2008,Lake,NETN_LS,0,0.997,DOsat_pct,101.1,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/2/2008,Lake,NETN_LS,0,0.997,SpCond_uScm,34,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/2/2008,Lake,NETN_LS,0,0.997,Temp_C,15.65,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/2/2008,Lake,NETN_LS,0,0.997,Temp_F,60.17,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/2/2008,Lake,NETN_LS,0,0.997,pH,6.52,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/19/2008,Lake,NETN_LS,0,0.49,DO_mgL,9.485,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/19/2008,Lake,NETN_LS,0,0.49,DOsat_pct,100.6,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/19/2008,Lake,NETN_LS,0,0.49,SpCond_uScm,33.5,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/19/2008,Lake,NETN_LS,0,0.49,Temp_C,18.205,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/19/2008,Lake,NETN_LS,0,0.49,Temp_F,64.769,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/19/2008,Lake,NETN_LS,0,0.49,pH,6.715,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/23/2008,Lake,NETN_LS,0,0.481,DO_mgL,8.54,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/23/2008,Lake,NETN_LS,0,0.481,DOsat_pct,100.55,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/23/2008,Lake,NETN_LS,0,0.481,SpCond_uScm,35,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/23/2008,Lake,NETN_LS,0,0.481,Temp_C,23.53,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/23/2008,Lake,NETN_LS,0,0.481,Temp_F,74.354,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/23/2008,Lake,NETN_LS,0,0.481,pH,6.75,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/13/2008,Lake,NETN_LS,0,0.5155,DO_mgL,8.785,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/13/2008,Lake,NETN_LS,0,0.5155,DOsat_pct,99.9,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/13/2008,Lake,NETN_LS,0,0.5155,SpCond_uScm,34,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/13/2008,Lake,NETN_LS,0,0.5155,Temp_C,21.69,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/13/2008,Lake,NETN_LS,0,0.5155,Temp_F,71.042,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/13/2008,Lake,NETN_LS,0,0.5155,pH,6.705,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/22/2008,Lake,NETN_LS,0,0.5005,DO_mgL,9.35,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/22/2008,Lake,NETN_LS,0,0.5005,DOsat_pct,99.25,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/22/2008,Lake,NETN_LS,0,0.5005,SpCond_uScm,34,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/22/2008,Lake,NETN_LS,0,0.5005,Temp_C,18.235,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/22/2008,Lake,NETN_LS,0,0.5005,Temp_F,64.823,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/22/2008,Lake,NETN_LS,0,0.5005,pH,6.525,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2008,Lake,NETN+ACID,0,0.513,DO_mgL,9.835,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2008,Lake,NETN+ACID,0,0.513,DOsat_pct,94.7,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2008,Lake,NETN+ACID,0,0.513,SpCond_uScm,34,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2008,Lake,NETN+ACID,0,0.513,Temp_C,13.65,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2008,Lake,NETN+ACID,0,0.513,Temp_F,56.57,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2008,Lake,NETN+ACID,0,0.513,pH,6.485,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/20/2009,Lake,NETN_LS,0,0.506,DO_mgL,11.05,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/20/2009,Lake,NETN_LS,0,0.506,DOsat_pct,103.15,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/20/2009,Lake,NETN_LS,0,0.506,SpCond_uScm,34,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/20/2009,Lake,NETN_LS,0,0.506,Temp_C,12.275,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/20/2009,Lake,NETN_LS,0,0.506,Temp_F,54.095,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/20/2009,Lake,NETN_LS,0,0.506,pH,6.68,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/23/2009,Lake,NETN_LS,0,0.5025,DO_mgL,9.525,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/23/2009,Lake,NETN_LS,0,0.5025,DOsat_pct,97.05,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/23/2009,Lake,NETN_LS,0,0.5025,SpCond_uScm,33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/23/2009,Lake,NETN_LS,0,0.5025,Temp_C,16.27,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/23/2009,Lake,NETN_LS,0,0.5025,Temp_F,61.286,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/23/2009,Lake,NETN_LS,0,0.5025,pH,6.33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/16/2009,Lake,NETN_LS,0,0.5365,DO_mgL,9.095,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/16/2009,Lake,NETN_LS,0,0.5365,DOsat_pct,99.7,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/16/2009,Lake,NETN_LS,0,0.5365,SpCond_uScm,33,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/16/2009,Lake,NETN_LS,0,0.5365,Temp_C,19.82,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/16/2009,Lake,NETN_LS,0,0.5365,Temp_F,67.676,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/16/2009,Lake,NETN_LS,0,0.5365,pH,6.56,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/27/2009,Lake,NETN_LS,0,0.498,DO_mgL,8.345,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/27/2009,Lake,NETN_LS,0,0.498,DOsat_pct,97.6,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/27/2009,Lake,NETN_LS,0,0.498,Temp_C,23.165,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/27/2009,Lake,NETN_LS,0,0.498,Temp_F,73.697,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,8/27/2009,Lake,NETN_LS,0,0.498,pH,6.465,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/23/2009,Lake,NETN_LS,0,0.5185,DO_mgL,9.225,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/23/2009,Lake,NETN_LS,0,0.5185,DOsat_pct,98.45,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/23/2009,Lake,NETN_LS,0,0.5185,SpCond_uScm,31,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/23/2009,Lake,NETN_LS,0,0.5185,Temp_C,18.51,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/23/2009,Lake,NETN_LS,0,0.5185,Temp_F,65.318,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,9/23/2009,Lake,NETN_LS,0,0.5185,pH,6.655,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2009,Lake,NETN+ACID,0,0.523,DO_mgL,9.935,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2009,Lake,NETN+ACID,0,0.523,DOsat_pct,91.5,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2009,Lake,NETN+ACID,0,0.523,SpCond_uScm,31,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2009,Lake,NETN+ACID,0,0.523,Temp_C,11.675,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2009,Lake,NETN+ACID,0,0.523,Temp_F,53.015,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,10/21/2009,Lake,NETN+ACID,0,0.523,pH,6.375,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/26/2010,Lake,NETN_LS,0,1.032,DO_mgL,10.04,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/26/2010,Lake,NETN_LS,0,1.032,DOsat_pct,106,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/26/2010,Lake,NETN_LS,0,1.032,SpCond_uScm,30,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/26/2010,Lake,NETN_LS,0,1.032,Temp_C,17.94,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/26/2010,Lake,NETN_LS,0,1.032,Temp_F,64.292,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,5/26/2010,Lake,NETN_LS,0,1.032,pH,6.6,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/16/2010,Lake,NETN_LS,0,0.514,DO_mgL,9.475,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/16/2010,Lake,NETN_LS,0,0.514,DOsat_pct,99.75,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/16/2010,Lake,NETN_LS,0,0.514,SpCond_uScm,31,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/16/2010,Lake,NETN_LS,0,0.514,Temp_C,17.875,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/16/2010,Lake,NETN_LS,0,0.514,Temp_F,64.175,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,6/16/2010,Lake,NETN_LS,0,0.514,pH,6.795,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/26/2010,Lake,NETN_LS,0,0.5305,DO_mgL,8.165,NA,NA
ACEAGL,Eagle Lake,ACAD,NA,7/26/2010,Lake,NETN_LS,0,0.5305,DOsat_pct,96.6,NA,NA
