Plot Title:HOBO_temp_example.csv,,,,,,
#,"Date Time, GMT-05:00","Temp, °F (LGR S/N: 20672839, SEN S/N: 20672839)",Coupler Detached (LGR S/N: 20672839),Coupler Attached (LGR S/N: 20672839),Stopped (LGR S/N: 20672839),End Of File (LGR S/N: 20672839)
1973,10/8/2021 14:26,58.066,,,,
1974,10/8/2021 15:26,57.979,,,,
1975,10/8/2021 16:26,56.772,,,,
1976,10/8/2021 17:26,53.166,,,,
1977,10/8/2021 18:26,51.94,,,,
1978,10/8/2021 19:26,51.633,,,,
1979,10/8/2021 20:26,57.42,,,,
1980,10/8/2021 21:26,57.29,,,,
1981,10/8/2021 22:26,57.247,,,,
1982,10/8/2021 23:26,57.16,,,,
1983,10/9/2021 0:26,57.16,,,,
1984,10/9/2021 1:26,57.117,,,,
1985,10/9/2021 2:26,56.944,,,,
1986,10/9/2021 3:26,56.642,,,,
1987,10/9/2021 4:26,56.599,,,,
1988,10/9/2021 5:26,53.951,,,,
1989,10/9/2021 6:26,51.458,,,,
1990,10/9/2021 7:26,53.472,,,,
1991,10/9/2021 8:26,56.815,,,,
1992,10/9/2021 9:26,57.117,,,,
1993,10/9/2021 10:26,57.247,,,,
1994,10/9/2021 11:26,57.333,,,,
1995,10/9/2021 12:26,57.376,,,,
1996,10/9/2021 13:26,57.204,,,,
1997,10/9/2021 14:26,57.204,,,,
1998,10/9/2021 15:26,57.506,,,,
1999,10/9/2021 16:26,57.42,,,,
2000,10/9/2021 17:26,54.169,,,,
2001,10/9/2021 18:26,52.466,,,,
2002,10/9/2021 19:26,51.94,,,,
2003,10/9/2021 20:26,51.458,,,,
2004,10/9/2021 21:26,57.074,,,,
2005,10/9/2021 22:26,57.074,,,,
2006,10/9/2021 23:26,57.031,,,,
2007,10/10/2021 0:26,57.031,,,,
2008,10/10/2021 1:26,56.944,,,,
2009,10/10/2021 2:26,56.858,,,,
2010,10/10/2021 3:26,56.815,,,,
2011,10/10/2021 4:26,56.426,,,,
2012,10/10/2021 5:26,56.642,,,,
2013,10/10/2021 6:26,55.168,,,,
2014,10/10/2021 7:26,55.776,,,,
2015,10/10/2021 8:26,57.031,,,,
2016,10/10/2021 9:26,56.944,,,,
2017,10/10/2021 10:26,57.16,,,,
2018,10/10/2021 11:26,57.247,,,,
2019,10/10/2021 12:26,57.247,,,,
2020,10/10/2021 13:26,57.074,,,,
2021,10/10/2021 14:26,57.117,,,,
2022,10/10/2021 15:26,57.463,,,,
2023,10/10/2021 16:26,57.29,,,,
2024,10/10/2021 17:26,57.42,,,,
2025,10/10/2021 18:26,56.295,,,,
2026,10/10/2021 19:26,54.995,,,,
2027,10/10/2021 20:26,53.776,,,,
2028,10/10/2021 21:26,53.035,,,,
2029,10/10/2021 22:26,57.074,,,,
2030,10/10/2021 23:26,57.074,,,,
2031,10/11/2021 0:26,57.031,,,,
2032,10/11/2021 1:26,56.988,,,,
2033,10/11/2021 2:26,56.988,,,,
2034,10/11/2021 3:26,56.944,,,,
2035,10/11/2021 4:26,56.901,,,,
2036,10/11/2021 5:26,56.728,,,,
2037,10/11/2021 6:26,56.728,,,,
2038,10/11/2021 7:26,58.023,,,,
2039,10/11/2021 8:26,62.49,,,,
2040,10/11/2021 9:26,60.174,,,,
2041,10/11/2021 10:26,57.549,,,,
2042,10/11/2021 11:26,57.463,,,,
2043,10/11/2021 12:26,57.506,,,,
2044,10/11/2021 13:26,57.117,,,,
2045,10/11/2021 14:26,57.031,,,,
2046,10/11/2021 15:26,57.463,,,,
2047,10/11/2021 16:26,57.679,,,,
2048,10/11/2021 17:26,57.333,,,,
2049,10/11/2021 18:26,57.506,,,,
2050,10/11/2021 19:26,57.074,,,,
2051,10/11/2021 20:26,54.734,,,,
2052,10/11/2021 21:26,54.909,,,,
2053,10/11/2021 22:26,57.117,,,,
2054,10/11/2021 23:26,57.247,,,,
2055,10/12/2021 0:26,57.16,,,,
2056,10/12/2021 1:26,57.074,,,,
2057,10/12/2021 2:26,57.074,,,,
2058,10/12/2021 3:26,57.074,,,,
2059,10/12/2021 4:26,56.988,,,,
2060,10/12/2021 5:26,56.988,,,,
2061,10/12/2021 6:26,56.944,,,,
2062,10/12/2021 7:26,57.031,,,,
2063,10/12/2021 8:26,57.376,,,,
2064,10/12/2021 9:26,57.679,,,,
2065,10/12/2021 10:26,57.506,,,,
2066,10/12/2021 11:26,57.506,,,,
2067,10/12/2021 12:26,57.722,,,,
2068,10/12/2021 13:26,57.16,,,,
2069,10/12/2021 14:26,57.031,,,,
2070,10/12/2021 15:26,57.031,,,,
2071,10/12/2021 16:26,57.117,,,,
2072,10/12/2021 17:26,57.16,,,,
2073,10/12/2021 18:26,57.29,,,,
2074,10/12/2021 19:26,57.376,,,,
2075,10/12/2021 20:26,57.333,,,,
2076,10/12/2021 21:26,56.599,,,,
2077,10/12/2021 22:26,55.081,,,,
2078,10/12/2021 23:26,57.333,,,,
2079,10/13/2021 0:26,57.376,,,,
2080,10/13/2021 1:26,57.247,,,,
2081,10/13/2021 2:26,57.16,,,,
2082,10/13/2021 3:26,57.117,,,,
2083,10/13/2021 4:26,57.117,,,,
2084,10/13/2021 5:26,57.074,,,,
2085,10/13/2021 6:26,57.074,,,,
2086,10/13/2021 7:26,57.117,,,,
2087,10/13/2021 8:26,57.29,,,,
2088,10/13/2021 9:26,57.42,,,,
2089,10/13/2021 10:26,57.807,,,,
2090,10/13/2021 11:26,57.679,,,,
2091,10/13/2021 12:26,58.109,,,,
2092,10/13/2021 13:26,58.023,,,,
2093,10/13/2021 14:26,57.506,,,,
2094,10/13/2021 15:26,57.117,,,,
2095,10/13/2021 16:26,57.117,,,,
2096,10/13/2021 17:26,57.117,,,,
2097,10/13/2021 18:26,57.722,,,,
2098,10/13/2021 19:26,57.42,,,,
2099,10/13/2021 20:26,57.506,,,,
2100,10/13/2021 21:26,57.506,,,,
2101,10/13/2021 22:26,56.383,,,,
2102,10/13/2021 23:26,54.387,,,,
2103,10/14/2021 0:26,56.728,,,,
2104,10/14/2021 1:26,57.333,,,,
2105,10/14/2021 2:26,57.204,,,,
2106,10/14/2021 3:26,57.117,,,,
2107,10/14/2021 4:26,57.031,,,,
2108,10/14/2021 5:26,56.988,,,,
2109,10/14/2021 6:26,57.031,,,,
2110,10/14/2021 7:26,57.074,,,,
2111,10/14/2021 8:26,57.204,,,,
2112,10/14/2021 9:26,57.463,,,,
2113,10/14/2021 10:26,57.936,,,,
2114,10/14/2021 11:26,59.616,,,,
2115,10/14/2021 12:26,58.109,,,,
2116,10/14/2021 13:26,57.807,,,,
2117,10/14/2021 14:26,58.239,,,,
2118,10/14/2021 15:26,57.636,,,,
2119,10/14/2021 16:26,57.204,,,,
2120,10/14/2021 17:26,56.988,,,,
2121,10/14/2021 18:26,56.988,,,,
2122,10/14/2021 19:26,57.074,,,,
2123,10/14/2021 20:26,57.463,,,,
2124,10/14/2021 21:26,57.333,,,,
2125,10/14/2021 22:26,57.549,,,,
2126,10/14/2021 23:26,56.512,,,,
2127,10/15/2021 0:26,56.34,,,,
2128,10/15/2021 1:26,56.556,,,,
2129,10/15/2021 2:26,57.636,,,,
2130,10/15/2021 3:26,57.549,,,,
2131,10/15/2021 4:26,57.549,,,,
2132,10/15/2021 5:26,57.506,,,,
2133,10/15/2021 6:26,57.376,,,,
2134,10/15/2021 7:26,57.29,,,,
2135,10/15/2021 8:26,57.376,,,,
2136,10/15/2021 9:26,57.592,,,,
2137,10/15/2021 10:26,57.636,,,,
2138,10/15/2021 11:26,57.592,,,,
2139,10/15/2021 12:26,57.936,,,,
2140,10/15/2021 13:26,57.679,,,,
2141,10/15/2021 14:26,57.592,,,,
2142,10/15/2021 15:26,57.592,,,,
2143,10/15/2021 16:26,57.549,,,,
2144,10/15/2021 17:26,57.42,,,,
2145,10/15/2021 18:26,57.42,,,,
2146,10/15/2021 19:26,57.29,,,,
2147,10/15/2021 20:26,57.376,,,,
2148,10/15/2021 21:26,57.506,,,,
2149,10/15/2021 22:26,57.463,,,,
2150,10/15/2021 23:26,57.506,,,,
2151,10/16/2021 0:26,57.42,,,,
2152,10/16/2021 1:26,57.42,,,,
2153,10/16/2021 2:26,57.463,,,,
2154,10/16/2021 3:26,57.463,,,,
2155,10/16/2021 4:26,57.463,,,,
2156,10/16/2021 5:26,57.463,,,,
2157,10/16/2021 6:26,57.376,,,,
2158,10/16/2021 7:26,57.42,,,,
2159,10/16/2021 8:26,57.463,,,,
2160,10/16/2021 9:26,57.463,,,,
2161,10/16/2021 10:26,57.592,,,,
2162,10/16/2021 11:26,57.722,,,,
2163,10/16/2021 12:26,57.722,,,,
2164,10/16/2021 13:26,57.722,,,,
2165,10/16/2021 14:26,57.722,,,,
2166,10/16/2021 15:26,57.592,,,,
2167,10/16/2021 16:26,57.679,,,,
2168,10/16/2021 17:26,57.549,,,,
2169,10/16/2021 18:26,57.549,,,,
2170,10/16/2021 19:26,57.592,,,,
2171,10/16/2021 20:26,57.636,,,,
2172,10/16/2021 21:26,57.679,,,,
2173,10/16/2021 22:26,57.636,,,,
2174,10/16/2021 23:26,57.807,,,,
2175,10/17/2021 0:26,57.807,,,,
2176,10/17/2021 1:26,57.765,,,,
2177,10/17/2021 2:26,57.893,,,,
2178,10/17/2021 3:26,57.85,,,,
2179,10/17/2021 4:26,57.807,,,,
2180,10/17/2021 5:26,57.765,,,,
2181,10/17/2021 6:26,57.679,,,,
2182,10/17/2021 7:26,57.636,,,,
2183,10/17/2021 8:26,57.592,,,,
2184,10/17/2021 9:26,57.376,,,,
2185,10/17/2021 10:26,57.42,,,,
2186,10/17/2021 11:26,57.549,,,,
2187,10/17/2021 12:26,57.679,,,,
2188,10/17/2021 13:26,57.679,,,,
2189,10/17/2021 14:26,57.765,,,,
2190,10/17/2021 15:26,57.636,,,,
2191,10/17/2021 16:26,57.679,,,,
2192,10/17/2021 17:26,57.636,,,,
2193,10/17/2021 18:26,57.636,,,,
2194,10/17/2021 19:26,57.592,,,,
2195,10/17/2021 20:26,57.376,,,,
2196,10/17/2021 21:26,57.333,,,,
2197,10/17/2021 22:26,57.376,,,,
2198,10/17/2021 23:26,57.376,,,,
2199,10/18/2021 0:26,57.29,,,,
2200,10/18/2021 1:26,57.247,,,,
2201,10/18/2021 2:26,56.728,,,,
2202,10/18/2021 3:26,53.078,,,,
2203,10/18/2021 4:26,56.901,,,,
2204,10/18/2021 5:26,56.901,,,,
2205,10/18/2021 6:26,56.944,,,,
2206,10/18/2021 7:26,56.988,,,,
2207,10/18/2021 8:26,57.16,,,,
2208,10/18/2021 9:26,57.204,,,,
2209,10/18/2021 10:26,57.247,,,,
2210,10/18/2021 11:26,57.42,,,,
2211,10/18/2021 12:26,57.636,,,,
2212,10/18/2021 13:26,58.109,,,,
2213,10/18/2021 14:26,57.679,,,,
2214,10/18/2021 15:26,55.69,,,,
2215,10/18/2021 16:26,55.213,,,,
2216,10/18/2021 17:26,57.117,,,,
2217,10/18/2021 18:26,57.074,,,,
2218,10/18/2021 19:26,56.988,,,,
2219,10/18/2021 20:26,56.944,,,,
2220,10/18/2021 21:26,56.901,,,,
2221,10/18/2021 22:26,56.901,,,,
2222,10/18/2021 23:26,56.901,,,,
2223,10/19/2021 0:26,56.642,,,,
2224,10/19/2021 1:26,56.251,,,,
2225,10/19/2021 2:26,55.733,,,,
2226,10/19/2021 3:26,50.445,,,,
2227,10/19/2021 4:26,48.583,,,,
2228,10/19/2021 5:26,56.079,,,,
2229,10/19/2021 6:26,56.122,,,,
2230,10/19/2021 7:26,56.512,,,,
2231,10/19/2021 8:26,56.599,,,,
2232,10/19/2021 9:26,56.685,,,,
2233,10/19/2021 10:26,56.772,,,,
2234,10/19/2021 11:26,56.815,,,,
2235,10/19/2021 12:26,56.728,,,,
2236,10/19/2021 13:26,56.815,,,,
2237,10/19/2021 14:26,56.685,,,,
2238,10/19/2021 15:26,51.501,,,,
2239,10/19/2021 16:26,50.223,,,,
2240,10/19/2021 17:26,49.959,,,,
2241,10/19/2021 18:26,55.863,,,,
2242,10/19/2021 19:26,55.906,,,,
2243,10/19/2021 20:26,56.208,,,,
2244,10/19/2021 21:26,56.208,,,,
2245,10/19/2021 22:26,56.295,,,,
2246,10/19/2021 23:26,56.295,,,,
2247,10/20/2021 0:26,56.035,,,,
2248,10/20/2021 1:26,55.647,,,,
2249,10/20/2021 2:26,55.342,,,,
2250,10/20/2021 3:26,53.078,,,,
2251,10/20/2021 4:26,50.621,,,,
2252,10/20/2021 5:26,49.471,,,,
2253,10/20/2021 6:26,55.647,,,,
2254,10/20/2021 7:26,55.906,,,,
2255,10/20/2021 8:26,56.208,,,,
2256,10/20/2021 9:26,56.34,,,,
2257,10/20/2021 10:26,56.426,,,,
2258,10/20/2021 11:26,56.512,,,,
2259,10/20/2021 12:26,56.685,,,,
2260,10/20/2021 13:26,56.685,,,,
2261,10/20/2021 14:26,56.901,,,,
2262,10/20/2021 15:26,56.295,,,,
2263,10/20/2021 16:26,52.378,,,,
2264,10/20/2021 17:26,50.356,,,,
2265,10/20/2021 18:26,56.165,,,,
2266,10/20/2021 19:26,56.383,,,,
2267,10/20/2021 20:26,56.383,,,,
2268,10/20/2021 21:26,56.295,,,,
2269,10/20/2021 22:26,56.383,,,,
2270,10/20/2021 23:26,56.295,,,,
2271,10/21/2021 0:26,56.295,,,,
2272,10/21/2021 1:26,56.208,,,,
2273,10/21/2021 2:26,55.992,,,,
2274,10/21/2021 3:26,56.122,,,,
2275,10/21/2021 4:26,54.734,,,,
2276,10/21/2021 5:26,53.602,,,,
2277,10/21/2021 6:26,56.383,,,,
2278,10/21/2021 7:26,56.512,,,,
2279,10/21/2021 8:26,56.556,,,,
2280,10/21/2021 9:26,56.599,,,,
2281,10/21/2021 10:26,56.512,,,,
2282,10/21/2021 11:26,56.858,,,,
2283,10/21/2021 12:26,56.772,,,,
2284,10/21/2021 13:26,57.333,,,,
2285,10/21/2021 14:26,56.858,,,,
2286,10/21/2021 15:26,57.247,,,,
2287,10/21/2021 16:26,56.642,,,,
2288,10/21/2021 17:26,55.992,,,,
2289,10/21/2021 18:26,55.647,,,,
2290,10/21/2021 19:26,56.772,,,,
2291,10/21/2021 20:26,56.772,,,,
2292,10/21/2021 21:26,56.685,,,,
2293,10/21/2021 22:26,56.512,,,,
2294,10/21/2021 23:26,56.426,,,,
2295,10/22/2021 0:26,56.512,,,,
2296,10/22/2021 1:26,56.599,,,,
2297,10/22/2021 2:26,56.556,,,,
2298,10/22/2021 3:26,56.512,,,,
2299,10/22/2021 4:26,56.556,,,,
2300,10/22/2021 5:26,56.556,,,,
2301,10/22/2021 6:26,56.685,,,,
2302,10/22/2021 7:26,56.728,,,,
2303,10/22/2021 8:26,56.772,,,,
2304,10/22/2021 9:26,56.815,,,,
2305,10/22/2021 10:26,56.815,,,,
2306,10/22/2021 11:26,56.988,,,,
2307,10/22/2021 12:26,56.944,,,,
2308,10/22/2021 13:26,57.031,,,,
2309,10/22/2021 14:26,57.16,,,,
2310,10/22/2021 15:26,57.117,,,,
2311,10/22/2021 16:26,57.117,,,,
2312,10/22/2021 17:26,56.556,,,,
2313,10/22/2021 18:26,55.299,,,,
2314,10/22/2021 19:26,56.858,,,,
2315,10/22/2021 20:26,56.901,,,,
2316,10/22/2021 21:26,56.642,,,,
2317,10/22/2021 22:26,56.34,,,,
2318,10/22/2021 23:26,56.383,,,,
2319,10/23/2021 0:26,56.34,,,,
2320,10/23/2021 1:26,56.251,,,,
2321,10/23/2021 2:26,56.251,,,,
2322,10/23/2021 3:26,56.208,,,,
2323,10/23/2021 4:26,56.122,,,,
2324,10/23/2021 5:26,55.733,,,,
2325,10/23/2021 6:26,53.515,,,,
2326,10/23/2021 7:26,56.295,,,,
2327,10/23/2021 8:26,56.295,,,,
2328,10/23/2021 9:26,56.251,,,,
2329,10/23/2021 10:26,56.426,,,,
2330,10/23/2021 11:26,56.34,,,,
2331,10/23/2021 12:26,56.295,,,,
2332,10/23/2021 13:26,56.34,,,,
2333,10/23/2021 14:26,56.34,,,,
2334,10/23/2021 15:26,56.295,,,,
2335,10/23/2021 16:26,56.208,,,,
2336,10/23/2021 17:26,56.165,,,,
2337,10/23/2021 18:26,53.253,,,,
2338,10/23/2021 19:26,51.237,,,,
2339,10/23/2021 20:26,56.165,,,,
2340,10/23/2021 21:26,56.079,,,,
2341,10/23/2021 22:26,56.079,,,,
2342,10/23/2021 23:26,55.906,,,,
2343,10/24/2021 0:26,55.992,,,,
2344,10/24/2021 1:26,55.733,,,,
2345,10/24/2021 2:26,55.776,,,,
2346,10/24/2021 3:26,55.602,,,,
2347,10/24/2021 4:26,55.081,,,,
2348,10/24/2021 5:26,54.777,,,,
2349,10/24/2021 6:26,49.116,,,,
2350,10/24/2021 7:26,49.116,,,,
2351,10/24/2021 8:26,54.865,,,,
2352,10/24/2021 9:26,55.386,,,,
2353,10/24/2021 10:26,55.906,,,,
2354,10/24/2021 11:26,55.992,,,,
2355,10/24/2021 12:26,56.079,,,,
2356,10/24/2021 13:26,56.079,,,,
2357,10/24/2021 14:26,56.122,,,,
2358,10/24/2021 15:26,55.863,,,,
2359,10/24/2021 16:26,55.515,,,,
2360,10/24/2021 17:26,54.516,,,,
2361,10/24/2021 18:26,48.628,,,,
2362,10/24/2021 19:26,47.512,,,,
2363,10/24/2021 20:26,46.661,,,,
2364,10/24/2021 21:26,54.691,,,,
2365,10/24/2021 22:26,55.038,,,,
2366,10/24/2021 23:26,55.299,,,,
2367,10/25/2021 0:26,55.472,,,,
2368,10/25/2021 1:26,55.472,,,,
2369,10/25/2021 2:26,55.429,,,,
2370,10/25/2021 3:26,55.429,,,,
2371,10/25/2021 4:26,55.256,,,,
2372,10/25/2021 5:26,54.865,,,,
2373,10/25/2021 6:26,54.648,,,,
2374,10/25/2021 7:26,52.115,,,,
2375,10/25/2021 8:26,55.081,,,,
2376,10/25/2021 9:26,55.472,,,,
2377,10/25/2021 10:26,55.647,,,,
2378,10/25/2021 11:26,55.558,,,,
2379,10/25/2021 12:26,55.733,,,,
2380,10/25/2021 13:26,55.776,,,,
2381,10/25/2021 14:26,55.733,,,,
2382,10/25/2021 15:26,55.69,,,,
2383,10/25/2021 16:26,55.386,,,,
2384,10/25/2021 17:26,55.213,,,,
2385,10/25/2021 18:26,55.081,,,,
2386,10/25/2021 19:26,50.841,,,,
2387,10/25/2021 20:26,50.488,,,,
2388,10/25/2021 21:26,55.168,,,,
2389,10/25/2021 22:26,55.213,,,,
2390,10/25/2021 23:26,55.299,,,,
2391,10/26/2021 0:26,55.386,,,,
2392,10/26/2021 1:26,55.342,,,,
2393,10/26/2021 2:26,55.515,,,,
2394,10/26/2021 3:26,55.515,,,,
2395,10/26/2021 4:26,55.256,,,,
2396,10/26/2021 5:26,54.82,,,,
2397,10/26/2021 6:26,54.82,,,,
2398,10/26/2021 7:26,54.909,,,,
2399,10/26/2021 8:26,54.952,,,,
2400,10/26/2021 9:26,54.909,,,,
2401,10/26/2021 10:26,54.909,,,,
2402,10/26/2021 11:26,54.909,,,,
2403,10/26/2021 12:26,54.909,,,,
2404,10/26/2021 13:26,55.038,,,,
2405,10/26/2021 14:26,55.038,,,,
2406,10/26/2021 15:26,54.995,,,,
2407,10/26/2021 16:26,54.995,,,,
2408,10/26/2021 17:26,54.865,,,,
2409,10/26/2021 18:26,54.777,,,,
2410,10/26/2021 19:26,54.691,,,,
2411,10/26/2021 20:26,54.734,,,,
2412,10/26/2021 21:26,54.648,,,,
2413,10/26/2021 22:26,54.691,,,,
2414,10/26/2021 23:26,54.691,,,,
2415,10/27/2021 0:26,54.691,,,,
2416,10/27/2021 1:26,54.604,,,,
2417,10/27/2021 2:26,54.473,,,,
2418,10/27/2021 3:26,54.43,,,,
2419,10/27/2021 4:26,54.473,,,,
2420,10/27/2021 5:26,54.43,,,,
2421,10/27/2021 6:26,54.43,,,,
2422,10/27/2021 7:26,54.43,,,,
2423,10/27/2021 8:26,54.516,,,,
2424,10/27/2021 9:26,54.561,,,,
2425,10/27/2021 10:26,54.43,,,,
2426,10/27/2021 11:26,54.43,,,,
2427,10/27/2021 12:26,54.516,,,,
2428,10/27/2021 13:26,54.43,,,,
2429,10/27/2021 14:26,54.387,,,,
2430,10/27/2021 15:26,54.3,,,,
2431,10/27/2021 16:26,54.387,,,,
2432,10/27/2021 17:26,54.516,,,,
2433,10/27/2021 18:26,54.037,,,,
2434,10/27/2021 19:26,53.951,,,,
2435,10/27/2021 20:26,53.865,,,,
2436,10/27/2021 21:26,53.865,,,,
2437,10/27/2021 22:26,53.82,,,,
2438,10/27/2021 23:26,53.908,,,,
2439,10/28/2021 0:26,54.037,,,,
2440,10/28/2021 1:26,53.951,,,,
2441,10/28/2021 2:26,53.82,,,,
2442,10/28/2021 3:26,53.82,,,,
2443,10/28/2021 4:26,53.82,,,,
2444,10/28/2021 5:26,53.951,,,,
2445,10/28/2021 6:26,54.037,,,,
2446,10/28/2021 7:26,53.209,,,,
2447,10/28/2021 8:26,53.253,,,,
2448,10/28/2021 9:26,53.035,,,,
2449,10/28/2021 10:26,53.253,,,,
2450,10/28/2021 11:26,53.472,,,,
2451,10/28/2021 12:26,53.69,,,,
2452,10/28/2021 13:26,53.908,,,,
2453,10/28/2021 14:26,53.865,,,,
2454,10/28/2021 15:26,53.994,,,,
2455,10/28/2021 16:26,54.169,,,,
2456,10/28/2021 17:26,54.082,,,,
2457,10/28/2021 18:26,54.126,,,,
2458,10/28/2021 19:26,53.865,,,,
2459,10/28/2021 20:26,53.733,,,,
2460,10/28/2021 21:26,53.69,,,,
2461,10/28/2021 22:26,53.645,,,,
2462,10/28/2021 23:26,53.515,,,,
2463,10/29/2021 0:26,53.472,,,,
2464,10/29/2021 1:26,53.776,,,,
2465,10/29/2021 2:26,53.951,,,,
2466,10/29/2021 3:26,54.082,,,,
2467,10/29/2021 4:26,53.776,,,,
2468,10/29/2021 5:26,53.994,,,,
2469,10/29/2021 6:26,53.82,,,,
2470,10/29/2021 7:26,54.212,,,,
2471,10/29/2021 8:26,53.253,,,,
2472,10/29/2021 9:26,52.992,,,,
2473,10/29/2021 10:26,53.384,,,,
2474,10/29/2021 11:26,53.865,,,,
2475,10/29/2021 12:26,54.037,,,,
2476,10/29/2021 13:26,54.255,,,,
2477,10/29/2021 14:26,54.473,,,,
2478,10/29/2021 15:26,54.516,,,,
2479,10/29/2021 16:26,54.473,,,,
2480,10/29/2021 17:26,54.43,,,,
2481,10/29/2021 18:26,54.387,,,,
2482,10/29/2021 19:26,54.604,,,,
2483,10/29/2021 20:26,54.169,,,,
2484,10/29/2021 21:26,54.037,,,,
2485,10/29/2021 22:26,54.343,,,,
2486,10/29/2021 23:26,54.387,,,,
2487,10/30/2021 0:26,54.169,,,,
2488,10/30/2021 1:26,54.212,,,,
2489,10/30/2021 2:26,54.255,,,,
2490,10/30/2021 3:26,54.255,,,,
2491,10/30/2021 4:26,54.255,,,,
2492,10/30/2021 5:26,54.255,,,,
2493,10/30/2021 6:26,54.255,,,,
2494,10/30/2021 7:26,54.255,,,,
2495,10/30/2021 8:26,54.255,,,,
2496,10/30/2021 9:26,53.776,,,,
2497,10/30/2021 10:26,54.082,,,,
2498,10/30/2021 11:26,54.212,,,,
2499,10/30/2021 12:26,54.343,,,,
2500,10/30/2021 13:26,54.387,,,,
2501,10/30/2021 14:26,54.473,,,,
2502,10/30/2021 15:26,54.561,,,,
2503,10/30/2021 16:26,54.516,,,,
2504,10/30/2021 17:26,54.473,,,,
2505,10/30/2021 18:26,54.473,,,,
2506,10/30/2021 19:26,54.43,,,,
2507,10/30/2021 20:26,54.43,,,,
2508,10/30/2021 21:26,54.473,,,,
2509,10/30/2021 22:26,54.473,,,,
2510,10/30/2021 23:26,54.43,,,,
2511,10/31/2021 0:26,54.43,,,,
2512,10/31/2021 1:26,54.43,,,,
2513,10/31/2021 2:26,54.387,,,,
2514,10/31/2021 3:26,54.343,,,,
2515,10/31/2021 4:26,54.387,,,,
2516,10/31/2021 5:26,54.343,,,,
2517,10/31/2021 6:26,54.604,,,,
2518,10/31/2021 7:26,54.734,,,,
2519,10/31/2021 8:26,54.82,,,,
2520,10/31/2021 9:26,54.82,,,,
2521,10/31/2021 10:26,54.865,,,,
2522,10/31/2021 11:26,54.995,,,,
2523,10/31/2021 12:26,55.038,,,,
2524,10/31/2021 13:26,55.038,,,,
2525,10/31/2021 14:26,54.952,,,,
2526,10/31/2021 15:26,54.995,,,,
2527,10/31/2021 16:26,54.995,,,,
2528,10/31/2021 17:26,54.909,,,,
2529,10/31/2021 18:26,54.909,,,,
2530,10/31/2021 19:26,54.909,,,,
2531,10/31/2021 20:26,54.909,,,,
2532,10/31/2021 21:26,54.865,,,,
2533,10/31/2021 22:26,54.909,,,,
2534,10/31/2021 23:26,54.909,,,,
2535,11/1/2021 0:26,54.865,,,,
2536,11/1/2021 1:26,54.865,,,,
2537,11/1/2021 2:26,54.865,,,,
2538,11/1/2021 3:26,54.865,,,,
2539,11/1/2021 4:26,54.865,,,,
2540,11/1/2021 5:26,54.82,,,,
2541,11/1/2021 6:26,54.82,,,,
2542,11/1/2021 7:26,54.82,,,,
2543,11/1/2021 8:26,54.865,,,,
2544,11/1/2021 9:26,54.865,,,,
2545,11/1/2021 10:26,54.909,,,,
2546,11/1/2021 11:26,55.038,,,,
2547,11/1/2021 12:26,55.081,,,,
2548,11/1/2021 13:26,55.038,,,,
2549,11/1/2021 14:26,54.909,,,,
2550,11/1/2021 15:26,54.909,,,,
2551,11/1/2021 16:26,54.909,,,,
2552,11/1/2021 17:26,54.909,,,,
2553,11/1/2021 18:26,54.865,,,,
2554,11/1/2021 19:26,54.865,,,,
2555,11/1/2021 20:26,54.691,,,,
2556,11/1/2021 21:26,54.561,,,,
2557,11/1/2021 22:26,54.648,,,,
2558,11/1/2021 23:26,54.473,,,,
2559,11/2/2021 0:26,54.43,,,,
2560,11/2/2021 1:26,52.16,,,,
2561,11/2/2021 2:26,46.616,,,,
2562,11/2/2021 3:26,53.384,,,,
2563,11/2/2021 4:26,54.212,,,,
2564,11/2/2021 5:26,54.473,,,,
2565,11/2/2021 6:26,54.516,,,,
2566,11/2/2021 7:26,54.473,,,,
2567,11/2/2021 8:26,54.561,,,,
2568,11/2/2021 9:26,54.516,,,,
2569,11/2/2021 10:26,54.604,,,,
2570,11/2/2021 11:26,54.561,,,,
2571,11/2/2021 12:26,54.909,,,,
2572,11/2/2021 13:26,54.865,,,,
2573,11/2/2021 14:26,52.072,,,,
2574,11/2/2021 15:26,50.841,,,,
2575,11/2/2021 16:26,54.516,,,,
2576,11/2/2021 17:26,54.561,,,,
2577,11/2/2021 18:26,54.561,,,,
2578,11/2/2021 19:26,54.43,,,,
2579,11/2/2021 20:26,54.473,,,,
2580,11/2/2021 21:26,54.387,,,,
2581,11/2/2021 22:26,54.387,,,,
2582,11/2/2021 23:26,54.255,,,,
2583,11/3/2021 0:26,54.126,,,,
2584,11/3/2021 1:26,53.69,,,,
2585,11/3/2021 2:26,49.294,,,,
2586,11/3/2021 3:26,48.227,,,,
2587,11/3/2021 4:26,53.82,,,,
2588,11/3/2021 5:26,54.037,,,,
2589,11/3/2021 6:26,54.169,,,,
2590,11/3/2021 7:26,54.387,,,,
2591,11/3/2021 8:26,54.3,,,,
2592,11/3/2021 9:26,54.387,,,,
2593,11/3/2021 10:26,54.561,,,,
2594,11/3/2021 11:26,54.691,,,,
2595,11/3/2021 12:26,54.648,,,,
2596,11/3/2021 13:26,54.909,,,,
2597,11/3/2021 14:26,54.561,,,,
2598,11/3/2021 15:26,51.458,,,,
2599,11/3/2021 16:26,47.826,,,,
2600,11/3/2021 17:26,54.387,,,,
2601,11/3/2021 18:26,54.473,,,,
